"Ano";"Nome do autor";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Valor empenhado";"Valor liquidado";"Valor pago";
"2022";"BANCADA DO ESPIRITO SANTO";"0009";"ESPÍRITO SANTO (UF)";"Assistência social";"Assistência comunitária";"3.600.000,00";"3.300.000,00";"1.430.000,00";
"2022";"LOURIVAL GOMES";"0006";"RIO DE JANEIRO (UF)";"Desporto e lazer";"Desporto comunitário";"3.600.000,00";"0,00";"0,00";
"2022";"HAROLDO CATHEDRAL";"0001";"RORAIMA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.601.739,00";"3.601.739,00";"3.601.739,00";
"2022";"DIEGO ANDRADE";"0003";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"3.606.515,00";"3.606.515,00";"3.606.515,00";
"2022";"ELMAR NASCIMENTO";"0014";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.606.536,00";"3.606.536,00";"3.606.536,00";
"2022";"NERI GELLER";"0002";"MATO GROSSO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.607.794,00";"3.607.794,00";"3.607.794,00";
"2022";"PATRUS ANANIAS";"0012";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"3.610.000,00";"1.805.000,00";"1.805.000,00";
"2022";"DANIEL TRZECIAK";"0006";"Sul";"Saúde";"Assistência hospitalar e ambulatorial";"3.610.644,00";"3.610.644,00";"3.610.644,00";
"2022";"MAILZA GOMES";"0012";"ACRE (UF)";"Saúde";"Atenção básica";"3.613.762,00";"3.211.750,00";"3.211.750,00";
"2022";"RUBENS PEREIRA JUNIOR";"0005";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"3.619.365,00";"2.309.682,50";"2.309.682,50";
"2022";"SUBTENENTE GONZAGA";"0005";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"3.619.682,00";"0,00";"0,00";
"2022";"AUREO RIBEIRO";"0001";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"3.620.069,00";"3.620.069,00";"3.620.069,00";
"2022";"AUREO RIBEIRO";"0003";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.620.070,00";"3.620.070,00";"3.620.070,00";
"2022";"GUIGA PEIXOTO";"0005";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"3.634.743,00";"3.569.431,00";"3.569.431,00";
"2022";"JOAO MAIA";"0004";"RIO GRANDE DO NORTE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.652.439,00";"3.652.439,00";"3.652.439,00";
"2022";"ROGERIO CARVALHO";"0002";"SERGIPE (UF)";"Encargos especiais";"Outras transferências";"3.662.000,00";"2.755.000,00";"2.755.000,00";
"2022";"GENERAL PETERNELLI";"0002";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"3.666.551,00";"3.666.551,00";"3.666.551,00";
"2022";"PADRE JOAO";"0003";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.674.681,00";"3.674.681,00";"3.674.681,00";
"2022";"RUI FALCAO";"0011";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.676.981,00";"3.676.981,00";"3.676.981,00";
"2022";"GILSON MARQUES";"0004";"SANTA CATARINA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.680.125,00";"845.651,00";"845.651,00";
"2022";"LAFAYETTE DE ANDRADA";"0001";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"3.694.331,00";"3.694.331,00";"3.694.331,00";
"2022";"VINICIUS FARAH";"0011";"TRÊS RIOS - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"3.694.354,00";"0,00";"0,00";
"2022";"ELIAS VAZ";"0005";"GOIÁS (UF)";"Encargos especiais";"Outras transferências";"3.700.000,00";"1.850.000,00";"1.850.000,00";
"2022";"CARLOS BEZERRA";"0002";"MATO GROSSO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.701.761,00";"3.701.761,00";"3.701.761,00";
"2022";"STYVENSON VALENTIM";"0003";"RIO GRANDE DO NORTE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.704.813,00";"3.704.813,00";"3.704.813,00";
"2022";"BANCADA DO MATO GROSSO";"0005";"SINOP - MT";"Segurança pública";"Policiamento";"3.707.871,82";"462.477,87";"462.477,87";
"2022";"BIA CAVASSA";"0002";"MATO GROSSO DO SUL (UF)";"Urbanismo";"Assistência comunitária";"3.709.837,00";"0,00";"0,00";
"2022";"PLINIO VALERIO";"0004";"AMAZONAS (UF)";"Saúde";"Atenção básica";"3.712.000,00";"0,00";"0,00";
"2022";"GONZAGA PATRIOTA";"0002";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"3.731.681,00";"3.731.681,00";"3.731.681,00";
"2022";"ANDRE JANONES";"0004";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.734.874,00";"3.734.874,00";"3.734.874,00";
"2022";"BOHN GASS";"0002";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"3.736.346,00";"3.736.346,00";"3.736.346,00";
"2022";"DANILO FORTE";"0001";"CEARÁ (UF)";"Saúde";"Atenção básica";"3.738.585,00";"3.738.585,00";"3.738.585,00";
"2022";"LUIZ CARLOS MOTTA";"0001";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.745.640,00";"3.745.640,00";"3.745.640,00";
"2022";"LUIS CARLOS HEINZE";"0008";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.749.371,00";"3.749.371,00";"3.749.371,00";
"2022";"ZE SILVA";"0017";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"3.749.830,00";"3.749.830,00";"3.749.830,00";
"2022";"VICENTINHO";"0019";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"3.753.873,00";"3.753.873,00";"3.753.873,00";
"2022";"ORIOVISTO GUIMARAES";"0006";"PARANÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.755.985,00";"0,00";"0,00";
"2022";"FELIPE RIGONI";"0001";"ESPÍRITO SANTO (UF)";"Saúde";"Atenção básica";"3.761.165,00";"1.364.165,00";"1.364.165,00";
"2022";"BANCADA DO RIO GRANDE DO SUL";"0015";"MÚLTIPLO";"Segurança pública";"Policiamento";"3.767.131,87";"0,00";"0,00";
"2022";"JORGE BRAZ";"0002";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"3.771.100,00";"3.771.100,00";"3.771.100,00";
"2022";"PAULO FREIRE COSTA";"0015";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"3.787.504,00";"3.787.504,00";"3.787.504,00";
"2022";"FLAVIANO MELO";"0005";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"3.789.313,00";"3.789.313,00";"3.789.313,00";
"2022";"HERCULANO PASSOS";"0002";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.800.000,00";"3.800.000,00";"3.800.000,00";
"2022";"AFONSO MOTTA";"0012";"RIO GRANDE DO SUL (UF)";"Encargos especiais";"Outras transferências";"3.800.000,00";"1.900.000,00";"1.900.000,00";
"2022";"LEANDRE";"0009";"PARANÁ (UF)";"Saúde";"Atenção básica";"3.802.411,00";"3.802.411,00";"3.802.411,00";
"2022";"GENERAL GIRAO";"0007";"RIO GRANDE DO NORTE (UF)";"Saúde";"Saneamento básico rural";"3.802.435,00";"0,00";"0,00";
"2022";"JUNIOR MANO";"0004";"CEARÁ (UF)";"Saúde";"Atenção básica";"3.819.490,00";"3.819.490,00";"3.819.490,00";
"2022";"JUNIOR MANO";"0005";"CEARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.819.490,00";"3.819.490,00";"3.819.490,00";
"2022";"HERCILIO COELHO DINIZ";"0007";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"3.819.682,00";"1.909.841,00";"1.909.841,00";
"2022";"CHRIS TONIETTO";"0004";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.825.039,00";"429.672,00";"429.672,00";
"2022";"PAULO MAGALHAES";"0006";"BAHIA (UF)";"Saúde";"Atenção básica";"3.832.716,00";"3.832.716,00";"3.832.716,00";
"2022";"DAMIAO FELICIANO";"0008";"PARAÍBA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.836.167,00";"3.836.167,00";"3.836.167,00";
"2022";"LUIZAO GOULART";"0011";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"3.839.365,00";"1.300.000,00";"1.300.000,00";
"2022";"LAURIETE";"0001";"ESPÍRITO SANTO (UF)";"Saúde";"Atenção básica";"3.850.127,00";"3.650.147,00";"3.650.147,00";
"2022";"LAERTE BESSA";"0012";"Centro-Oeste";"Saúde";"Assistência hospitalar e ambulatorial";"3.878.838,00";"700.000,00";"700.000,00";
"2022";"ANGELA AMIN";"0002";"SANTA CATARINA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.882.275,00";"3.882.275,00";"3.882.275,00";
"2022";"MILTON COELHO";"0020";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"3.889.682,00";"1.944.841,00";"1.944.841,00";
"2022";"BANCADA DE RORAIMA";"0002";"RORAIMA (UF)";"Educação";"Ensino superior";"3.898.105,83";"0,00";"0,00";
"2022";"GUILHERME MUSSI";"0004";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"3.900.000,00";"3.900.000,00";"3.900.000,00";
"2022";"JADER BARBALHO";"0007";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.900.842,00";"3.900.842,00";"3.900.842,00";
"2022";"BANCADA DA BAHIA";"0013";"Nacional";"Educação";"Ensino profissional";"3.901.364,09";"1.567.500,69";"505.640,63";
"2022";"LUCAS GONZALEZ";"0006";"MINAS GERAIS (UF)";"Assistência social";"Assistência comunitária";"3.902.290,00";"3.902.290,00";"3.902.290,00";
"2022";"EMANUEL PINHEIRO NETO";"0002";"MATO GROSSO (UF)";"Saúde";"Atenção básica";"3.909.729,00";"3.909.729,00";"3.909.729,00";
"2022";"MARIO HERINGER";"0007";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"3.912.704,00";"3.912.704,00";"3.912.704,00";
"2022";"REGINALDO LOPES";"0013";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"3.919.682,00";"1.959.841,00";"1.959.841,00";
"2022";"PEDRO PAULO";"0001";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"3.920.459,00";"3.920.459,00";"3.920.459,00";
"2022";"FELIX MENDONCA JUNIOR";"0002";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.965.393,00";"3.965.393,00";"3.965.393,00";
"2022";"ALTINEU CORTES";"0002";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.988.504,00";"3.988.504,00";"3.988.504,00";
"2022";"HILDO ROCHA";"0005";"MARANHÃO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"3.992.049,00";"3.992.049,00";"3.992.049,00";
"2022";"JESSICA SALES";"0006";"ACRE (UF)";"Saúde";"Atenção básica";"3.997.919,00";"2.017.919,00";"2.017.919,00";
"2022";"BANCADA DO MATO GROSSO DO SUL";"0005";"MATO GROSSO DO SUL (UF)";"Educação";"Ensino profissional";"4.000.000,00";"498.600,00";"498.600,00";
"2022";"ABILIO SANTANA";"0011";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"4.000.000,00";"3.500.000,00";"3.500.000,00";
"2022";"FERNANDO RODOLFO";"0006";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"4.000.000,00";"2.000.000,00";"2.000.000,00";
"2022";"LUIZAO GOULART";"0009";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"4.000.000,00";"2.619.682,50";"2.619.682,50";
"2022";"PEDRO AUGUSTO PALARETI";"0006";"RIO DE JANEIRO (UF)";"Desporto e lazer";"Desporto comunitário";"4.000.000,00";"0,00";"0,00";
"2022";"SEVERINO PESSOA";"0007";"ALAGOAS (UF)";"Encargos especiais";"Outras transferências";"4.000.000,00";"2.000.000,00";"2.000.000,00";
"2022";"ALVARO DIAS";"0001";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"4.000.000,00";"2.275.000,00";"2.275.000,00";
"2022";"PAULO PAIM";"0007";"RIO GRANDE DO SUL (UF)";"Urbanismo";"infra-estrutura urbana";"4.000.000,00";"0,00";"0,00";
"2022";"BANCADA DO RIO GRANDE DO SUL";"0006";"RIO GRANDE DO SUL (UF)";"Urbanismo";"Transportes coletivos urbanos";"4.000.000,00";"0,00";"0,00";
"2022";"OSMAR TERRA";"0008";"RIO GRANDE DO SUL (UF)";"Comércio e serviços";"Turismo";"4.000.000,00";"50.360,30";"50.360,30";
"2022";"MARCOS DO VAL";"0003";"ESPÍRITO SANTO (UF)";"Desporto e lazer";"Desporto comunitário";"4.000.000,00";"0,00";"0,00";
"2022";"RICARDO DA KAROL";"0003";"RIO DE JANEIRO (UF)";"Desporto e lazer";"Desporto comunitário";"4.000.000,00";"4.000.000,00";"4.000.000,00";
"2022";"CHRISTIANE DE SOUZA YARED";"0002";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"4.000.000,00";"2.000.000,00";"2.000.000,00";
"2022";"RICARDO DA KAROL";"0004";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"4.000.000,00";"2.000.000,00";"2.000.000,00";
"2022";"CHRISTIANE DE SOUZA YARED";"0001";"PARANÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.000.000,00";"4.000.000,00";"4.000.000,00";
"2022";"RICARDO TEOBALDO";"0008";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"4.000.000,00";"2.000.000,00";"2.000.000,00";
"2022";"MARCOS PEREIRA";"0004";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"4.019.682,00";"2.009.841,00";"2.009.841,00";
"2022";"TADEU ALENCAR";"0008";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"4.020.000,00";"2.749.841,00";"2.749.841,00";
"2022";"MARIANA CARVALHO";"0010";"RONDÔNIA (UF)";"Saúde";"Atenção básica";"4.022.084,00";"1.964.446,00";"1.964.446,00";
"2022";"DANRLEI DE DEUS HINTERHOLZ";"0001";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"4.022.411,00";"4.022.411,00";"4.022.411,00";
"2022";"CORONEL TADEU";"0007";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"4.047.992,00";"4.047.992,00";"4.047.992,00";
"2022";"VANDERLAN CARDOSO";"0002";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.048.581,00";"1.237.623,00";"1.237.623,00";
"2022";"FLAVIANO MELO";"0007";"ACRE (UF)";"Saúde";"Atenção básica";"4.070.709,00";"4.070.709,00";"4.070.709,00";
"2022";"BANCADA DO RIO DE JANEIRO";"0012";"RIO DE JANEIRO (UF)";"Comércio e serviços";"Turismo";"4.080.000,00";"1.400,00";"1.400,00";
"2022";"RICARDO BARROS";"0004";"PARANÁ (UF)";"Saúde";"Atenção básica";"4.080.769,00";"4.080.769,00";"4.080.769,00";
"2022";"BIBO NUNES";"0008";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.082.867,00";"4.082.867,00";"4.082.867,00";
"2022";"JORGE SOLLA";"0003";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.088.711,00";"4.088.711,00";"4.088.711,00";
"2022";"BANCADA DE PERNAMBUCO";"0014";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.096.340,00";"2.673.989,00";"2.673.989,00";
"2022";"HELIO COSTA";"0005";"SANTA CATARINA (UF)";"Encargos especiais";"Outras transferências";"4.100.000,00";"2.050.000,00";"2.050.000,00";
"2022";"BANCADA DO MARANHAO";"0001";"MARANHÃO (UF)";"Educação";"Ensino profissional";"4.101.933,98";"132.033,60";"0,00";
"2022";"AUGUSTO COUTINHO";"0007";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"4.109.682,00";"3.129.841,00";"3.129.841,00";
"2022";"LUIS TIBE";"0002";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.110.212,00";"4.110.212,00";"4.110.212,00";
"2022";"DANILO CABRAL";"0007";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.112.259,00";"4.112.259,00";"4.112.259,00";
"2022";"EDUARDO GOMES";"0014";"TOCANTINS (UF)";"Encargos especiais";"Outras transferências";"4.112.962,00";"2.056.481,00";"2.056.481,00";
"2022";"MARA ROCHA";"0006";"ACRE (UF)";"Saúde";"Atenção básica";"4.116.865,00";"4.116.865,00";"4.116.865,00";
"2022";"OTTACI NASCIMENTO";"0002";"RORAIMA (UF)";"Encargos especiais";"Outras transferências";"4.119.682,00";"2.059.841,00";"2.059.841,00";
"2022";"SOSTENES CAVALCANTE";"0005";"RIO DE JANEIRO (UF)";"Desporto e lazer";"Desporto comunitário";"4.119.682,00";"4.119.681,99";"4.119.681,99";
"2022";"BANCADA DE SERGIPE";"0013";"ARACAJU - SE";"Saúde";"Atenção básica";"4.123.010,00";"4.123.010,00";"4.123.010,00";
"2022";"JUNIO AMARAL";"0011";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.139.969,00";"4.139.969,00";"4.139.969,00";
"2022";"FLAVIA MORAIS";"0001";"GOIÁS (UF)";"Saúde";"Atenção básica";"4.148.556,00";"4.148.556,00";"4.148.556,00";
"2022";"GIL CUTRIM";"0001";"MARANHÃO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.149.740,00";"4.149.740,00";"4.149.740,00";
"2022";"ANDRE FUFUCA";"0004";"MARANHÃO (UF)";"Saúde";"Atenção básica";"4.149.741,00";"4.149.741,00";"4.149.741,00";
"2022";"JUNIOR FERRARI";"0003";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.149.741,00";"4.149.741,00";"4.149.741,00";
"2022";"ACACIO FAVACHO";"0003";"AMAPÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.149.741,00";"4.149.741,00";"4.149.741,00";
"2022";"PROFESSOR JOZIEL";"0014";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"4.150.000,00";"4.150.000,00";"4.150.000,00";
"2022";"LUCAS REDECKER";"0023";"RIO GRANDE DO SUL (UF)";"Encargos especiais";"Outras transferências";"4.150.000,00";"875.000,00";"875.000,00";
"2022";"PROFESSORA ROSA NEIDE";"0009";"MATO GROSSO (UF)";"Saúde";"Atenção básica";"4.155.376,00";"4.155.376,00";"4.155.376,00";
"2022";"FABIO MITIDIERI";"0018";"SERGIPE (UF)";"Encargos especiais";"Outras transferências";"4.161.865,00";"2.330.932,50";"2.330.932,50";
"2022";"DARIO BERGER";"0002";"SANTA CATARINA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.164.422,00";"4.164.422,00";"4.164.422,00";
"2022";"RENATA ABREU";"0002";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.165.930,00";"4.165.930,00";"4.165.930,00";
"2022";"JORGE SOLLA";"0002";"BAHIA (UF)";"Saúde";"Atenção básica";"4.167.023,00";"4.167.023,00";"4.167.023,00";
"2022";"VAIDON OLIVEIRA";"0001";"CEARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.170.385,00";"4.170.385,00";"4.170.385,00";
"2022";"GIORDANO";"0004";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.174.461,00";"4.174.461,00";"4.174.461,00";
"2022";"CHRIS TONIETTO";"0005";"RIO DE JANEIRO (UF)";"Assistência social";"Assistência comunitária";"4.181.319,00";"3.981.319,00";"3.430.319,00";
"2022";"FERNANDO RODOLFO";"0008";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"4.181.668,00";"4.181.668,00";"4.181.668,00";
"2022";"BIA CAVASSA";"0001";"MATO GROSSO DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.184.178,00";"4.184.178,00";"4.184.178,00";
"2022";"MIGUEL LOMBARDI";"0001";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"4.201.000,00";"4.201.000,00";"4.201.000,00";
"2022";"VANDERLAN CARDOSO";"0006";"GOIÁS (UF)";"Urbanismo";"Assistência comunitária";"4.209.228,93";"193.538,48";"185.406,68";
"2022";"GIOVANI CHERINI";"0003";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.214.866,00";"4.214.866,00";"4.214.866,00";
"2022";"PAULO ROCHA";"0006";"PARÁ (UF)";"Encargos especiais";"Outras transferências";"4.219.000,00";"2.109.500,00";"2.109.500,00";
"2022";"CHICO D'ANGELO";"0021";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"4.223.890,00";"4.223.890,00";"4.223.890,00";
"2022";"JOSE ANIBAL";"0013";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"4.234.439,00";"4.234.439,00";"4.234.439,00";
"2022";"MARLON SANTOS";"0005";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.247.840,00";"4.247.840,00";"4.247.840,00";
"2022";"BANCADA DE SERGIPE";"0001";"SERGIPE (UF)";"Educação";"Ensino superior";"4.250.000,00";"385.404,56";"366.899,55";
"2022";"PAULO PAIM";"0003";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"4.261.033,00";"4.261.033,00";"4.261.033,00";
"2022";"WOLNEY QUEIROZ";"0002";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.266.071,00";"4.266.071,00";"4.266.071,00";
"2022";"FABIO RAMALHO";"0005";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.267.983,00";"4.267.983,00";"4.267.983,00";
"2022";"WEVERTON";"0002";"MARANHÃO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.274.394,00";"4.274.394,00";"4.274.394,00";
"2022";"NILDA GONDIM";"0001";"PARAÍBA (UF)";"Saúde";"Atenção básica";"4.279.946,00";"4.279.946,00";"4.279.946,00";
"2022";"BENEDITA DA SILVA";"0006";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"4.284.153,00";"1.380.153,00";"1.380.153,00";
"2022";"OTONI DE PAULA";"0002";"SÃO JOÃO DE MERITI - RJ";"Saúde";"Atenção básica";"4.290.327,00";"4.290.327,00";"4.290.327,00";
"2022";"FREI ANASTACIO RIBEIRO";"0009";"PARAÍBA (UF)";"Saúde";"Atenção básica";"4.294.457,00";"4.294.457,00";"4.294.457,00";
"2022";"BANCADA DO AMAPA";"0014";"Nacional";"Defesa nacional";"Assistência comunitária";"4.301.760,00";"0,00";"0,00";
"2022";"DANIELA DO WAGUINHO";"0007";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"4.304.731,00";"4.304.731,00";"4.304.731,00";
"2022";"PR. MARCO FELICIANO";"0013";"EMBU - SP";"Saúde";"Atenção básica";"4.304.843,00";"4.304.843,00";"4.304.843,00";
"2022";"GELSON AZEVEDO";"0001";"DUQUE DE CAXIAS - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"4.304.843,00";"4.304.843,00";"4.304.843,00";
"2022";"DOMINGOS SAVIO";"0004";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"4.310.441,00";"4.310.441,00";"4.310.441,00";
"2022";"JOSE MEDEIROS";"0001";"MATO GROSSO (UF)";"Saúde";"Atenção básica";"4.313.635,00";"4.313.635,00";"4.313.635,00";
"2022";"VENEZIANO VITAL DO REGO";"0009";"PARAÍBA (UF)";"Saúde";"Atenção básica";"4.320.224,00";"4.320.224,00";"4.320.224,00";
"2022";"VAVA MARTINS";"0004";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.321.247,00";"4.321.247,00";"4.321.247,00";
"2022";"CARMEN ZANOTTO";"0002";"SANTA CATARINA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.325.427,00";"4.325.427,00";"4.325.427,00";
"2022";"DAVID MIRANDA";"0007";"RIO DE JANEIRO - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"4.326.757,00";"4.326.757,00";"4.326.757,00";
"2022";"MIGUEL LOMBARDI";"0007";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"4.330.000,00";"2.165.000,00";"2.165.000,00";
"2022";"BANCADA DO RIO DE JANEIRO";"0007";"DUQUE DE CAXIAS - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"4.330.000,00";"0,00";"0,00";
"2022";"COM. CONST.  JUSTICA E DE CIDADANIA";"0001";"Nacional";"Segurança pública";"Policiamento";"4.330.928,77";"1.320.761,00";"1.320.761,00";
"2022";"WELLINGTON ROBERTO";"0005";"PARAÍBA (UF)";"Saúde";"Atenção básica";"4.331.351,00";"4.331.351,00";"4.331.351,00";
"2022";"BANCADA DO RIO GRANDE DO SUL";"0016";"RIO GRANDE DO SUL (UF)";"Educação";"Ensino profissional";"4.331.971,53";"2.025.171,37";"1.531.076,03";
"2022";"PASTOR GIL";"0003";"MARANHÃO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.337.240,00";"4.337.240,00";"4.337.240,00";
"2022";"NILSON PINTO";"0002";"PARÁ (UF)";"Saúde";"Atenção básica";"4.338.715,00";"4.338.715,00";"4.338.715,00";
"2022";"ELI CORREA FILHO";"0004";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.340.133,00";"4.340.133,00";"4.340.133,00";
"2022";"FAUSTO PINATO";"0002";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"4.342.520,00";"4.342.520,00";"4.342.520,00";
"2022";"JUNIOR LOURENCO";"0001";"MARANHÃO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.345.627,00";"4.345.627,00";"4.345.627,00";
"2022";"HILDO ROCHA";"0006";"MARANHÃO (UF)";"Saúde";"Atenção básica";"4.345.640,00";"4.345.640,00";"4.345.640,00";
"2022";"DELEGADO MARCELO FREITAS";"0001";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"4.345.640,00";"4.345.640,00";"4.345.640,00";
"2022";"ALICE PORTUGAL";"0003";"BAHIA (UF)";"Saúde";"Saneamento básico rural";"4.345.640,00";"0,00";"0,00";
"2022";"JORGINHO MELLO";"0002";"SANTA CATARINA (UF)";"Saúde";"Atenção básica";"4.356.214,00";"4.356.214,00";"4.356.214,00";
"2022";"EMIDINHO MADEIRA";"0004";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"4.360.000,00";"2.180.000,00";"2.180.000,00";
"2022";"CHARLLES EVANGELISTA";"0003";"Sudeste";"Saúde";"Atenção básica";"4.367.024,00";"4.367.024,00";"4.367.024,00";
"2022";"MAILZA GOMES";"0011";"ACRE (UF)";"Saúde";"Atenção básica";"4.371.586,00";"4.371.586,00";"4.371.586,00";
"2022";"SILAS CAMARA";"0001";"AMAZONAS (UF)";"Encargos especiais";"Outras transferências";"4.374.682,00";"2.187.341,00";"2.187.341,00";
"2022";"JOAQUIM PASSARINHO";"0004";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.394.276,00";"4.394.276,00";"4.394.276,00";
"2022";"FELICIO LATERCA";"0006";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"4.400.000,00";"2.200.000,00";"2.200.000,00";
